0.000000000000000e+00	3.500000e+00
8.977384949590585e-06	3.500000e+00
1.795476989918117e-05	3.500000e+00
2.693215484877175e-05	3.500000e+00
3.590953979836234e-05	3.500001e+00
4.488692474795293e-05	3.500001e+00
5.386430969754351e-05	3.500001e+00
6.284169464713407e-05	3.500001e+00
7.056767089024678e-05	3.500001e+00
7.829364713335946e-05	3.500001e+00
8.601962337647216e-05	3.500001e+00
9.374559961958486e-05	3.500001e+00
1.014715758626976e-04	3.500001e+00
1.091975521058103e-04	3.500001e+00
1.169235283489229e-04	3.500001e+00
1.249322586736565e-04	3.500002e+00
1.329409889983900e-04	3.500002e+00
1.409497193231235e-04	3.500002e+00
1.489584496478571e-04	3.500002e+00
1.569671799725906e-04	3.500002e+00
1.649759102973241e-04	3.500002e+00
1.729846406220576e-04	3.500002e+00
1.809364244992988e-04	3.500002e+00
1.888882083765400e-04	3.500002e+00
1.968399922537812e-04	3.500003e+00
2.047917761310223e-04	3.500003e+00
2.127435600082635e-04	3.500003e+00
2.206953438855047e-04	3.500003e+00
2.286471277627458e-04	3.500003e+00
2.363287812534688e-04	3.500003e+00
2.440104347441918e-04	3.500003e+00
2.516920882349147e-04	3.500003e+00
2.593737417256377e-04	3.500003e+00
2.670553952163607e-04	3.500003e+00
2.747370487070837e-04	3.500003e+00
2.824187021978066e-04	3.500004e+00
2.895615595704549e-04	3.500004e+00
2.967044169431032e-04	3.500004e+00
3.038472743157515e-04	3.500004e+00
3.109901316883998e-04	3.500004e+00
3.181329890610481e-04	3.500004e+00
3.252758464336964e-04	3.500004e+00
3.324187038063447e-04	3.500004e+00
3.395615609679223e-04	3.500004e+00
3.467044181295001e-04	3.500004e+00
3.538472752910778e-04	3.500004e+00
3.609901324526555e-04	3.500005e+00
3.681329896142332e-04	3.500005e+00
3.752758467758109e-04	3.500005e+00
3.824187039373886e-04	3.500005e+00
3.895615610817709e-04	3.500005e+00
3.967044182261531e-04	3.500005e+00
4.038472753705354e-04	3.500005e+00
4.109901325149176e-04	3.500005e+00
4.181329896592999e-04	3.500005e+00
4.252758468036822e-04	3.500005e+00
4.324187039480644e-04	3.500005e+00
4.395615610910458e-04	3.500006e+00
4.467044182340271e-04	3.500006e+00
4.538472753770085e-04	3.500006e+00
4.609901325199899e-04	3.500006e+00
4.681329896629713e-04	3.500006e+00
4.752758468059527e-04	3.500006e+00
4.824187039489340e-04	3.500006e+00
4.895615610918013e-04	3.500006e+00
4.967044182346685e-04	3.500006e+00
